date,avg_temp_c,avg_quality,avg_homogenization,max_temp_c,max_quality,max_homogenization,min_temp_c,min_quality,min_homogenization,source_file
2026-02-18,7.6,8,1,12.5,8,1,4.9,8,1,jma_tokyo_20260101-0530.csv
2026-02-19,5.5,8,1,11.1,8,1,2.1,8,1,jma_tokyo_20260101-0530.csv
2026-02-20,5.9,8,1,10.7,8,1,2.0,8,1,jma_tokyo_20260101-0530.csv
2026-02-21,8.8,8,1,15.7,8,1,2.5,8,1,jma_tokyo_20260101-0530.csv
2026-02-22,12.0,8,1,17.6,8,1,5.0,8,1,jma_tokyo_20260101-0530.csv
2026-02-23,17.2,8,1,22.9,8,1,12.2,8,1,jma_tokyo_20260101-0530.csv
2026-02-24,13.4,8,1,18.4,8,1,10.6,8,1,jma_tokyo_20260101-0530.csv
2026-02-25,9.3,8,1,12.2,8,1,5.8,8,1,jma_tokyo_20260101-0530.csv
2026-02-26,8.6,8,1,11.8,8,1,5.4,8,1,jma_tokyo_20260101-0530.csv
2026-02-27,11.8,8,1,16.8,8,1,7.1,8,1,jma_tokyo_20260101-0530.csv
2026-02-28,14.3,8,1,21.7,8,1,10.4,8,1,jma_tokyo_20260101-0530.csv
2026-03-01,12.7,8,1,19.0,8,1,8.3,8,1,jma_tokyo_20260101-0530.csv
2026-03-02,11.4,8,1,13.4,8,1,9.2,8,1,jma_tokyo_20260101-0530.csv
2026-03-03,7.4,8,1,11.4,8,1,4.6,8,1,jma_tokyo_20260101-0530.csv
2026-03-04,8.9,8,1,15.8,8,1,4.9,8,1,jma_tokyo_20260101-0530.csv
2026-03-05,10.1,8,1,17.1,8,1,6.1,8,1,jma_tokyo_20260101-0530.csv
2026-03-06,9.4,8,1,14.3,8,1,4.4,8,1,jma_tokyo_20260101-0530.csv
2026-03-07,11.6,8,1,17.4,8,1,7.7,8,1,jma_tokyo_20260101-0530.csv
2026-03-08,7.5,8,1,12.1,8,1,4.1,8,1,jma_tokyo_20260101-0530.csv
2026-03-09,8.1,8,1,13.6,8,1,4.2,8,1,jma_tokyo_20260101-0530.csv
2026-03-10,4.8,8,1,8.2,8,1,2.0,8,1,jma_tokyo_20260101-0530.csv
2026-03-11,6.6,8,1,11.9,8,1,1.5,8,1,jma_tokyo_20260101-0530.csv
2026-03-12,8.2,8,1,13.4,8,1,4.8,8,1,jma_tokyo_20260101-0530.csv
2026-03-13,7.4,8,1,10.0,8,1,4.1,8,1,jma_tokyo_20260101-0530.csv
2026-03-14,9.9,8,1,16.0,8,1,6.0,8,1,jma_tokyo_20260101-0530.csv
2026-03-15,10.8,8,1,15.8,8,1,5.3,8,1,jma_tokyo_20260101-0530.csv
2026-03-16,10.1,8,1,14.1,8,1,6.9,8,1,jma_tokyo_20260101-0530.csv
2026-03-17,11.2,8,1,16.1,8,1,8.3,8,1,jma_tokyo_20260101-0530.csv
2026-03-18,13.2,8,1,16.8,8,1,9.1,8,1,jma_tokyo_20260101-0530.csv
2026-03-19,14.8,8,1,19.8,8,1,10.0,8,1,jma_tokyo_20260101-0530.csv
2026-03-20,9.1,8,1,11.2,8,1,6.5,8,1,jma_tokyo_20260101-0530.csv
2026-03-21,10.6,8,1,17.1,8,1,4.3,8,1,jma_tokyo_20260101-0530.csv
2026-03-22,11.3,8,1,17.1,8,1,5.6,8,1,jma_tokyo_20260101-0530.csv
2026-03-23,12.2,8,1,17.5,8,1,9.8,8,1,jma_tokyo_20260101-0530.csv
2026-03-24,12.8,8,1,18.1,8,1,9.2,8,1,jma_tokyo_20260101-0530.csv
2026-03-25,11.8,8,1,14.4,8,1,11.0,8,1,jma_tokyo_20260101-0530.csv
2026-03-26,11.7,8,1,13.4,8,1,10.7,8,1,jma_tokyo_20260101-0530.csv
2026-03-27,13.4,8,1,18.9,8,1,9.7,8,1,jma_tokyo_20260101-0530.csv
2026-03-28,13.9,8,1,19.6,8,1,9.6,8,1,jma_tokyo_20260101-0530.csv
2026-03-29,15.9,8,1,21.8,8,1,10.4,8,1,jma_tokyo_20260101-0530.csv
2026-03-30,16.2,8,1,20.7,8,1,12.0,8,1,jma_tokyo_20260101-0530.csv
2026-03-31,16.9,8,1,19.0,8,1,14.9,8,1,jma_tokyo_20260101-0530.csv
2026-04-01,14.0,8,1,17.6,8,1,10.5,8,1,jma_tokyo_20260101-0530.csv
2026-04-02,11.6,8,1,17.5,8,1,8.6,8,1,jma_tokyo_20260101-0530.csv
2026-04-03,14.6,8,1,20.7,8,1,8.0,8,1,jma_tokyo_20260101-0530.csv
2026-04-04,14.8,8,1,17.5,8,1,12.1,8,1,jma_tokyo_20260101-0530.csv
2026-04-05,18.3,8,1,22.7,8,1,13.7,8,1,jma_tokyo_20260101-0530.csv
2026-04-06,18.7,8,1,23.7,8,1,14.9,8,1,jma_tokyo_20260101-0530.csv
2026-04-07,15.7,8,1,19.6,8,1,8.6,8,1,jma_tokyo_20260101-0530.csv
2026-04-08,12.9,8,1,19.2,8,1,7.6,8,1,jma_tokyo_20260101-0530.csv
2026-04-09,15.8,8,1,20.3,8,1,9.5,8,1,jma_tokyo_20260101-0530.csv
2026-04-10,18.3,8,1,19.8,8,1,16.1,8,1,jma_tokyo_20260101-0530.csv
2026-04-11,19.9,8,1,27.3,8,1,14.1,8,1,jma_tokyo_20260101-0530.csv
2026-04-12,18.2,8,1,23.6,8,1,14.2,8,1,jma_tokyo_20260101-0530.csv
2026-04-13,18.5,8,1,24.1,8,1,13.1,8,1,jma_tokyo_20260101-0530.csv
2026-04-14,18.6,8,1,24.6,8,1,15.5,8,1,jma_tokyo_20260101-0530.csv
2026-04-15,18.2,8,1,23.7,8,1,14.5,8,1,jma_tokyo_20260101-0530.csv
2026-04-16,15.8,8,1,23.5,8,1,10.6,8,1,jma_tokyo_20260101-0530.csv
2026-04-17,13.9,8,1,19.2,8,1,8.8,8,1,jma_tokyo_20260101-0530.csv
2026-04-18,16.9,8,1,22.2,8,1,12.3,8,1,jma_tokyo_20260101-0530.csv
2026-04-19,19.0,8,1,25.6,8,1,13.8,8,1,jma_tokyo_20260101-0530.csv
2026-04-20,19.0,8,1,24.7,8,1,14.4,8,1,jma_tokyo_20260101-0530.csv
2026-04-21,19.3,8,1,25.0,8,1,14.4,8,1,jma_tokyo_20260101-0530.csv
2026-04-22,17.7,8,1,23.3,8,1,11.1,8,1,jma_tokyo_20260101-0530.csv
2026-04-23,15.3,8,1,18.6,8,1,12.6,8,1,jma_tokyo_20260101-0530.csv
2026-04-24,14.9,8,1,19.9,8,1,11.6,8,1,jma_tokyo_20260101-0530.csv
2026-04-25,14.8,8,1,19.1,8,1,11.0,8,1,jma_tokyo_20260101-0530.csv
2026-04-26,16.7,8,1,22.3,8,1,10.3,8,1,jma_tokyo_20260101-0530.csv
2026-04-27,15.4,8,1,21.3,8,1,12.5,8,1,jma_tokyo_20260101-0530.csv
2026-04-28,19.1,8,1,24.3,8,1,12.0,8,1,jma_tokyo_20260101-0530.csv
2026-04-29,17.0,8,1,20.2,8,1,13.6,8,1,jma_tokyo_20260101-0530.csv
2026-04-30,14.1,8,1,16.0,8,1,11.0,8,1,jma_tokyo_20260101-0530.csv
2026-05-01,14.1,8,1,20.1,8,1,10.8,8,1,jma_tokyo_20260101-0530.csv
2026-05-02,20.0,8,1,27.5,8,1,11.6,8,1,jma_tokyo_20260101-0530.csv
2026-05-03,19.8,8,1,25.8,8,1,15.9,8,1,jma_tokyo_20260101-0530.csv
2026-05-04,22.3,8,1,28.4,8,1,16.0,8,1,jma_tokyo_20260101-0530.csv
2026-05-05,17.5,8,1,23.7,8,1,13.2,8,1,jma_tokyo_20260101-0530.csv
2026-05-06,17.9,8,1,21.7,8,1,14.9,8,1,jma_tokyo_20260101-0530.csv
2026-05-07,20.8,8,1,26.2,8,1,16.1,8,1,jma_tokyo_20260101-0530.csv
2026-05-08,22.0,8,1,25.2,8,1,17.6,8,1,jma_tokyo_20260101-0530.csv
2026-05-09,19.6,8,1,23.7,8,1,15.9,8,1,jma_tokyo_20260101-0530.csv
2026-05-10,19.1,8,1,24.8,8,1,14.3,8,1,jma_tokyo_20260101-0530.csv
2026-05-11,20.2,8,1,25.5,8,1,16.2,8,1,jma_tokyo_20260101-0530.csv
2026-05-12,20.3,8,1,25.6,8,1,16.3,8,1,jma_tokyo_20260101-0530.csv
2026-05-13,20.0,8,1,27.1,8,1,15.6,8,1,jma_tokyo_20260101-0530.csv
2026-05-14,18.7,8,1,25.6,8,1,13.6,8,1,jma_tokyo_20260101-0530.csv
2026-05-15,17.6,8,1,24.0,8,1,13.2,8,1,jma_tokyo_20260101-0530.csv
2026-05-16,20.3,8,1,27.0,8,1,14.9,8,1,jma_tokyo_20260101-0530.csv
2026-05-17,22.5,8,1,30.2,8,1,15.7,8,1,jma_tokyo_20260101-0530.csv
2026-05-18,22.9,8,1,29.3,8,1,16.9,8,1,jma_tokyo_20260101-0530.csv
2026-05-19,23.1,8,1,28.6,8,1,18.7,8,1,jma_tokyo_20260101-0530.csv
2026-05-20,24.1,8,1,29.7,8,1,19.3,8,1,jma_tokyo_20260101-0530.csv
2026-05-21,18.6,8,1,22.7,8,1,15.3,8,1,jma_tokyo_20260101-0530.csv
2026-05-22,14.0,8,1,15.6,8,1,12.4,8,1,jma_tokyo_20260101-0530.csv
2026-05-23,14.6,8,1,18.9,8,1,12.0,8,1,jma_tokyo_20260101-0530.csv
2026-05-24,18.3,8,1,24.3,8,1,13.8,8,1,jma_tokyo_20260101-0530.csv
2026-05-25,21.2,8,1,27.0,8,1,16.2,8,1,jma_tokyo_20260101-0530.csv
2026-05-26,22.1,8,1,26.8,8,1,17.9,8,1,jma_tokyo_20260101-0530.csv
2026-05-27,23.4,8,1,27.9,8,1,19.5,8,1,jma_tokyo_20260101-0530.csv
2026-05-28,24.1,8,1,27.1,8,1,20.7,8,1,jma_tokyo_20260101-0530.csv
2026-05-29,25.9,8,1,31.6,8,1,21.8,8,1,jma_tokyo_20260101-0530.csv
2026-05-30,24.0,8,1,29.5,8,1,18.9,8,1,jma_tokyo_20260101-0530.csv
2026-05-31,24.4,8,1,30.0,8,1,20.5,8,1,jma_tokyo_20260101-0530.csv
